UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
217,L47396,1,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,303.45000000000005,57411.7,0.14,877.87
218,L47397,1,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,303.4,52582.4,0.27,895.78
219,L47398,1,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,303.45000000000005,55130.700000000004,0.24,747.2
220,M15079,2,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,303.4,66250.8,0.06,842.47
221,L47400,1,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,303.4,74623.2,0.11,672.61
222,H29635,0,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,303.45,44396.1,0.23,788.45
223,L47402,1,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,303.5,58680.0,0.16,892.91
224,L47403,1,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,303.5,53973.6,0.05,914.6
225,L47404,1,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,303.45000000000005,46411.200000000004,0.12,1228.16
226,L47405,1,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,303.4,73275.59999999999,0.19,1156.89
227,L47406,1,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,303.35,65386.8,0.29,1334.98
228,L47407,1,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,303.4,55557.9,0.2,1138.05
229,M15088,2,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,303.4,60435.9,0.0,905.03
230,L47409,1,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,303.4,49523.600000000006,0.21,1450.87
231,L47410,1,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,303.45000000000005,54635.99999999999,0.08,756.57
232,L47411,1,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,303.35,60684.8,0.26,1083.02
233,L47412,1,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,303.29999999999995,67782.40000000001,0.12,964.72
234,L47413,1,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,303.29999999999995,52768.799999999996,0.06,1099.03
235,L47414,1,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,303.29999999999995,63406.2,0.14,908.18
236,M15095,2,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,303.20000000000005,56616.00000000001,0.08,1119.51
237,L47416,1,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,303.20000000000005,57856.50000000001,0.07,1096.95
238,M15097,2,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,303.05,56803.200000000004,0.17,1242.0
239,L47418,1,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,303.0,70067.9,0.23,1314.28
240,L47419,1,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,303.1,49296.600000000006,0.25,1455.75
241,M15100,2,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,303.05,69092.40000000001,0.12,1097.62
242,L47421,1,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,303.05,43181.1,0.02,1099.52
243,L47422,1,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,303.1,79262.4,6.59,7489.52
244,L47423,1,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,303.1,63592.200000000004,0.13,1005.28
245,M15104,2,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,303.1,68494.5,0.06,1354.72
246,M15105,2,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,303.0,51087.799999999996,0.27,1193.18
247,L47426,1,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,303.0,53097.5,0.29,1446.2
248,L47427,1,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,303.1,66839.5,0.02,1169.66
249,L47428,1,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,303.15,77361.59999999999,10.32,11576.25
250,L47429,1,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,303.15,78961.0,7.06,7901.27
251,L47430,1,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,303.15,54347.4,0.08,213.68
252,M15111,2,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,303.1,62451.6,0.19,191.3
253,L47432,1,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,303.1,57995.99999999999,0.04,0.0
254,L47433,1,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,303.1,65407.4,0.02,17.38
255,L47434,1,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,303.1,57380.6,0.3,500.52
256,L47435,1,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,303.1,60155.6,0.19,354.69
257,L47436,1,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,303.20000000000005,83853.0,0.08,125.81
258,L47437,1,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,303.0,47642.5,0.14,44.13
259,L47438,1,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,303.15,56167.799999999996,0.29,214.72
260,M15119,2,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,303.15,90738.0,4.9,5107.95
261,M15120,2,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,303.25,74730.2,0.27,188.34
262,L47441,1,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,303.15,53093.4,0.26,367.28
263,M15122,2,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,303.15,46524.8,0.1,637.16
264,M15123,2,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,303.05,51260.1,0.21,428.93
265,L47444,1,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,303.15,66025.0,0.2,476.34
266,L47445,1,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,303.05,53943.4,0.23,245.84
267,H29680,0,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,303.05,62928.00000000001,0.11,110.9
268,L47447,1,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,302.95,41229.4,0.02,349.37
269,H29682,0,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,302.95,44640.0,0.05,227.65
270,L47449,1,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,303.0,56388.0,0.18,601.04
271,H29684,0,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,303.0,60192.0,0.23,506.47
272,M15131,2,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,303.1,59241.6,0.23,1043.45
273,L47452,1,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,303.1,59953.6,0.18,404.15
274,L47453,1,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,303.05,65596.0,0.03,393.37
275,L47454,1,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,303.05,47082.0,0.01,205.88
276,L47455,1,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,303.0,76634.7,0.23,724.81
277,M15136,2,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,302.95,46550.0,0.16,576.08
278,H29691,0,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,303.0,74985.3,0.23,450.82
279,M15138,2,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,303.0,47628.0,0.05,392.41
280,L47459,1,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,303.05,42564.6,0.12,730.78
281,M15140,2,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,303.1,63627.200000000004,0.28,882.76
282,L47461,1,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,303.05,59349.0,0.05,267.84
283,M15142,2,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,303.1,69222.0,0.02,390.1
284,L47463,1,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,303.2,63167.0,0.2,928.21
285,L47464,1,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,303.25,39379.2,0.18,619.92
286,L47465,1,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,303.25,56448.0,0.29,792.51
287,L47466,1,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,303.25,52754.8,0.27,909.04
288,L47467,1,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,303.25,57038.0,0.22,515.18
289,H29702,0,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,303.29999999999995,58447.00000000001,0.01,374.05
290,L47469,1,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,303.25,67061.2,0.14,621.45
291,L47470,1,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,303.25,65572.8,0.27,990.69
292,L47471,1,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,303.15,62749.8,0.13,832.96
293,L47472,1,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,303.25,53667.00000000001,0.29,957.96
294,H29707,0,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,303.3,62361.6,0.2,749.13
295,M15154,2,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,303.3,70109.2,0.03,794.44
296,M15155,2,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,303.35,52681.2,0.15,737.1
297,L47476,1,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,303.25,64449.00000000001,0.21,921.7
298,L47477,1,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,303.25,43338.9,0.02,791.81
299,H29712,0,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,303.2,39812.299999999996,0.1,999.52
300,M15159,2,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,303.05,55785.200000000004,0.22,881.55
301,L47480,1,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,303.1,62122.6,0.05,680.61
302,L47481,1,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,303.04999999999995,47154.0,0.1,989.26
303,H29716,0,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,303.1,53071.200000000004,0.21,1120.78
304,M15163,2,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,303.1,64336.5,0.23,878.49
305,L47484,1,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,303.1,47767.5,0.16,739.24
306,L47485,1,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,303.1,40876.799999999996,0.29,1227.86
307,L47486,1,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,303.1,64715.4,0.28,798.74
308,M15167,2,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,303.1,57791.4,0.14,661.08
309,L47488,1,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,303.2,61596.00000000001,0.05,799.76
310,M15169,2,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,303.2,59119.2,0.23,1030.37
311,H29724,0,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,303.3,63786.799999999996,0.07,711.01
312,M15171,2,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,303.3,64077.3,0.25,1108.28
313,L47492,1,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,303.25,52848.0,0.18,1059.97
314,L47493,1,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,303.3,66700.4,0.12,897.94
315,M15174,2,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,303.2,68900.0,0.17,1335.02
316,L47495,1,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,303.15,66827.6,0.16,1099.46
317,L47496,1,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,303.1,56904.8,0.28,1334.27
318,L47497,1,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,303.1,47854.0,0.06,736.57
319,L47498,1,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,303.1,60328.799999999996,0.28,965.27
320,L47499,1,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,303.1,51745.200000000004,0.01,994.01
321,H29734,0,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,303.1,59210.00000000001,0.23,1433.23
322,L47501,1,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,303.1,49335.0,0.28,1078.51
323,L47502,1,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,303.15,57920.0,0.12,1101.51
324,L47503,1,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,303.15,72274.29999999999,0.02,804.74
325,M15184,2,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,303.15,62347.2,0.24,1112.21
326,L47505,1,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,303.15,47232.200000000004,0.25,1273.97
327,L47506,1,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,303.1,62141.4,0.1,1031.11
328,L47507,1,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,303.1,77849.1,7.95,8769.17
329,H29742,0,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,303.0,53474.2,0.24,1065.81
330,H29743,0,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,303.1,51428.0,0.06,827.1
331,M15190,2,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,303.0,58576.2,0.19,1336.49
332,M15191,2,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,303.0,72192.9,0.13,1309.64
333,M15192,2,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,302.95000000000005,61827.600000000006,0.05,138.88
334,L47513,1,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,302.85,51551.1,0.25,128.62
335,M15194,2,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,302.8,65811.2,0.1,275.89
336,L47515,1,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,302.75,45299.1,0.28,426.02
337,M15196,2,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,302.9,40897.5,0.17,221.09
338,L47517,1,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,302.95000000000005,48253.4,0.15,191.48
339,L47518,1,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,302.85,59706.600000000006,0.13,107.63
340,M15199,2,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,302.85,55158.600000000006,0.12,233.82
341,L47520,1,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,302.75,58075.6,0.25,592.59
342,M15201,2,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,302.79999999999995,49878.0,0.2,480.68
343,L47522,1,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,302.79999999999995,68401.5,0.23,316.57
344,L47523,1,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,302.9,67456.8,0.13,345.79
345,M15204,2,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,302.85,33782.4,0.08,59.79
346,L47525,1,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,302.9,52146.5,0.03,299.51
347,M15206,2,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,302.9,65946.8,0.23,275.37
348,L47527,1,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,302.9,62995.2,0.12,408.54
349,L47528,1,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,302.95000000000005,51258.9,0.15,790.36
350,L47529,1,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,302.95000000000005,54708.49999999999,0.14,259.5
351,H29764,0,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,302.95000000000005,62019.99999999999,0.13,783.42
352,M15211,2,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,303.0,49941.0,0.21,523.6
353,M15212,2,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,303.0,69322.0,0.18,322.56
354,H29767,0,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,302.9,50220.0,0.29,440.68
355,L47534,1,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,302.95000000000005,56869.399999999994,0.04,689.74
356,L47535,1,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,302.95000000000005,59888.7,0.17,548.95
357,M15216,2,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,303.0,68362.2,0.02,250.08
358,L47537,1,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,303.0,51881.4,0.24,539.48
359,M15218,2,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,302.95000000000005,53838.9,0.18,584.62
360,M15219,2,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,302.95000000000005,54218.200000000004,0.13,483.69
361,M15220,2,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,302.9,58102.200000000004,0.24,661.88
362,L47541,1,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,302.9,58732.799999999996,0.14,791.04
363,H29776,0,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,302.95000000000005,50676.0,0.07,295.8
364,L47543,1,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,302.95000000000005,68736.4,0.14,656.69
365,L47544,1,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,303.0,77666.40000000001,0.02,439.07
366,L47545,1,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,303.0,77797.5,0.27,635.14
367,M15226,2,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,303.05,63476.799999999996,0.22,830.83
368,M15227,2,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,303.0,60092.7,0.23,475.79
369,L47548,1,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,302.95,58815.5,0.26,385.03
370,H29783,0,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,302.95,57290.700000000004,0.24,763.68
371,M15230,2,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,302.9,60338.4,0.13,624.27
372,L47551,1,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,302.95,61112.4,0.04,367.07
373,M15232,2,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,302.85,72638.5,0.11,393.42
374,L47553,1,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,302.85,59304.0,0.28,1124.6
375,L47554,1,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,302.85,61533.0,0.28,914.45
376,L47555,1,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,302.79999999999995,57334.2,0.23,807.95
377,M15236,2,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,302.79999999999995,72711.9,0.06,974.29
378,M15237,2,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,302.79999999999995,76753.59999999999,0.06,813.31
379,L47558,1,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,302.75,51567.6,0.26,1140.39
380,L47559,1,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,302.75,47007.200000000004,0.04,488.01
381,L47560,1,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,302.9,32819.200000000004,6.09,6542.39
382,L47561,1,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,303.0,62458.399999999994,0.11,847.56
383,L47562,1,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,303.0,64080.0,0.09,807.17
384,M15243,2,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,303.05,49734.0,0.2,1052.45
385,L47564,1,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,303.0,45881.6,0.29,725.38
386,M15245,2,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,303.1,64195.6,0.23,1025.54
387,L47566,1,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,303.15,67137.09999999999,0.15,1003.39
388,L47567,1,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,303.2,75439.59999999999,0.13,985.43
389,L47568,1,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,303.15,70131.0,0.27,934.0
390,M15249,2,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,303.15,77158.4,0.17,982.79
391,L47570,1,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,303.15,68182.0,0.15,783.65
392,L47571,1,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,303.1,56807.1,0.2,916.06
393,M15252,2,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,303.05,64666.0,0.07,683.56
394,M15253,2,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,302.95,70470.0,0.02,691.2
395,L47574,1,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,302.95,60967.2,0.26,1023.86
396,L47575,1,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,302.85,59226.700000000004,0.18,916.36
397,L47576,1,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,302.85,63474.0,0.05,756.18
398,M15257,2,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,302.85,51268.6,0.09,725.06
399,H29812,0,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,302.85,65487.200000000004,0.3,1439.16
400,L47579,1,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,302.9,69182.40000000001,0.19,984.92
401,L47580,1,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,302.95,35490.0,0.19,1119.49
402,L47581,1,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,303.0,52348.799999999996,0.02,646.15
403,L47582,1,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,303.0,54199.399999999994,0.29,1393.65
404,L47583,1,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,302.95000000000005,76125.4,0.27,1205.07
405,L47584,1,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,302.95000000000005,59532.299999999996,0.16,1013.42
406,L47585,1,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,302.9,77760.0,0.09,954.73
407,L47586,1,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,303.0,74684.09999999999,0.21,1280.41
408,M15267,2,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,302.95,67360.0,0.25,757.04
409,M15268,2,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,303.0,63669.6,0.24,1081.37
410,L47589,1,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,303.0,60256.7,0.29,1252.14
411,M15270,2,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,303.05,66092.8,0.19,1160.41
412,L47591,1,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,303.1,63304.7,0.1,1480.8
413,L47592,1,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,303.05,66901.6,0.15,1114.36
414,L47593,1,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,302.9,54268.5,0.24,1413.53
415,L47594,1,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,302.9,51610.0,0.08,1386.75
416,L47595,1,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,302.95,64670.799999999996,0.07,1215.59
417,L47596,1,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,302.95,56510.99999999999,0.22,1173.93
418,L47597,1,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,302.9,69839.40000000001,0.13,1002.33
419,L47598,1,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,302.9,38072.7,0.24,351.81
420,M15279,2,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,302.8,57338.200000000004,0.04,296.75
421,M15280,2,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,302.8,51519.6,0.1,206.89
422,M15281,2,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,302.8,51532.700000000004,0.08,305.02
423,L47602,1,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,302.8,73581.6,0.21,653.79
424,L47603,1,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,302.8,65147.6,0.23,420.61
425,L47604,1,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,302.85,65351.00000000001,0.14,49.91
426,M15285,2,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,302.85,48118.5,0.14,232.66
427,L47606,1,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,302.95,67394.9,0.04,345.53
428,M15287,2,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,303.0,63131.200000000004,0.21,282.68
429,M15288,2,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,303.1,58855.5,0.3,650.86
430,L47609,1,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,303.05,75258.4,0.23,359.96
431,L47610,1,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,303.05,59211.600000000006,0.07,270.15
432,L47611,1,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,303.0,60587.4,0.19,297.39
433,M15292,2,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,303.05,58200.200000000004,0.09,283.93
434,M15293,2,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,303.05,43797.6,0.01,226.87
435,M15294,2,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,303.0,66334.8,0.05,8.72
436,L47615,1,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,302.85,61511.600000000006,0.03,178.76
